GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:1903392	negative regulation of adherens junction organization	4.40e-02	4.40e-02	1	THBS1,PHLDB2,DLC1,APOD
GO:0009611	response to wounding	2.65e-05	2.65e-05	1	TFPI,FYN,IGF1,EHD2,FBLN1,FAP,CAV1,SERPINE1,COL1A1,VWF,SMOC2,DPYSL3,FN1,F3,CTGF,PLAU,ITPR2,F13A1,DOCK6,COL5A1,LYVE1,PDGFRA,CD36,THBS1,MMRN1,FGF7,TPM1,CYR61,PHLDB2,CASK,ADRA2A,FZD7,GNA14,ITGA5,PDPN,ITGA2,COL1A2,COL3A1,ZFPM2,PDGFD,C1QTNF1,CD34,SELP,THBD,F2R,NOG,PRKG1,GNG2,APOD,F5
GO:0042060	wound healing	6.09e-05	6.09e-05	1	TFPI,FYN,IGF1,EHD2,FBLN1,FAP,CAV1,SERPINE1,COL1A1,VWF,SMOC2,F3,PLAU,ITPR2,F13A1,DOCK6,COL5A1,PDGFRA,CD36,THBS1,MMRN1,TPM1,CYR61,PHLDB2,CASK,ADRA2A,FZD7,GNA14,ITGA5,PDPN,ITGA2,COL1A2,COL3A1,ZFPM2,PDGFD,C1QTNF1,CD34,SELP,THBD,F2R,NOG,PRKG1,GNG2,APOD,F5
GO:1903034	regulation of response to wounding	4.55e-04	4.55e-04	1	TFPI,FAP,CAV1,SERPINE1,SMOC2,F3,PLAU,PDGFRA,THBS1,PHLDB2,CASK,ADRA2A,PDPN,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:1903035	negative regulation of response to wounding	1.83e-03	1.83e-03	1	TFPI,FAP,SERPINE1,PLAU,PDGFRA,THBS1,PHLDB2,CASK,C1QTNF1,CD34,THBD,PRKG1
GO:0061041	regulation of wound healing	8.88e-05	8.88e-05	1	TFPI,FAP,CAV1,SERPINE1,SMOC2,F3,PLAU,PDGFRA,THBS1,PHLDB2,CASK,ADRA2A,PDPN,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:0061045	negative regulation of wound healing	5.95e-04	5.95e-04	1	TFPI,FAP,SERPINE1,PLAU,PDGFRA,THBS1,PHLDB2,CASK,C1QTNF1,CD34,THBD,PRKG1
GO:1903036	positive regulation of response to wounding	1.28e-02	1.28e-02	1	SERPINE1,SMOC2,F3,THBS1,ADRA2A,PDPN,SELP,THBD,F2R
GO:0090303	positive regulation of wound healing	6.68e-03	6.68e-03	1	SERPINE1,SMOC2,F3,THBS1,ADRA2A,PDPN,SELP,THBD,F2R
GO:0033627	cell adhesion mediated by integrin	9.71e-08	9.71e-08	1	SNAI2,COL16A1,SERPINE1,PLAU,PODXL,CCL21,ITGA11,CYP1B1,EPHA2,SFRP2,ITGB1,ITGA5,ITGA2,FBN1,NPNT,DPP4
GO:0033631	cell-cell adhesion mediated by integrin	1.22e-02	1.22e-02	1	PODXL,ITGB1,NPNT,DPP4
GO:0050878	regulation of body fluid levels	1.38e-03	1.38e-03	1	TFPI,FYN,EHD2,FBLN1,FAP,CAV1,SERPINE1,RAB11FIP2,COL1A1,WFS1,VWF,F3,PLAU,ITPR2,F13A1,DOCK6,PDGFRA,CD36,THBS1,MMRN1,FLG,GNA14,PDPN,ITGA2,COL1A2,COL3A1,ZFPM2,HAS2,PDGFD,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1,GNG2,F5,AQP1
GO:0007599	hemostasis	6.75e-04	6.75e-04	1	TFPI,FYN,EHD2,FBLN1,FAP,CAV1,SERPINE1,COL1A1,VWF,F3,PLAU,ITPR2,F13A1,DOCK6,PDGFRA,CD36,THBS1,MMRN1,GNA14,PDPN,ITGA2,COL1A2,COL3A1,ZFPM2,PDGFD,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1,GNG2,F5
GO:1900046	regulation of hemostasis	2.01e-05	2.01e-05	1	TFPI,FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,PDPN,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:1900047	negative regulation of hemostasis	1.04e-03	1.04e-03	1	TFPI,FAP,SERPINE1,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,THBD,PRKG1
GO:0007596	blood coagulation	5.30e-04	5.30e-04	1	TFPI,FYN,EHD2,FBLN1,FAP,CAV1,SERPINE1,COL1A1,VWF,F3,PLAU,ITPR2,F13A1,DOCK6,PDGFRA,CD36,THBS1,MMRN1,GNA14,PDPN,ITGA2,COL1A2,COL3A1,ZFPM2,PDGFD,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1,GNG2,F5
GO:0030168	platelet activation	2.43e-02	2.43e-02	1	FYN,COL1A1,VWF,ITPR2,PDGFRA,GNA14,PDPN,COL1A2,COL3A1,C1QTNF1,SELP,THBD,F2R,PRKG1,GNG2
GO:0030193	regulation of blood coagulation	2.01e-05	2.01e-05	1	TFPI,FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,PDPN,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:0010543	regulation of platelet activation	2.29e-02	2.29e-02	1	PDGFRA,PDPN,C1QTNF1,SELP,THBD,PRKG1
GO:0030195	negative regulation of blood coagulation	1.04e-03	1.04e-03	1	TFPI,FAP,SERPINE1,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,THBD,PRKG1
GO:0042730	fibrinolysis	4.11e-02	4.11e-02	1	FAP,SERPINE1,PLAU,THBS1,THBD
GO:0051917	regulation of fibrinolysis	2.86e-02	2.86e-02	1	FAP,SERPINE1,THBS1,THBD
GO:1900048	positive regulation of hemostasis	7.22e-04	7.22e-04	1	SERPINE1,F3,THBS1,PDPN,SELP,THBD,F2R
GO:0031589	cell-substrate adhesion	3.46e-13	3.46e-13	1	EPHA3,ACTN1,FERMT2,FBLN1,COL16A1,LAMB1,SORBS1,ABL1,SFRP1,CDK6,SERPINE1,ECM2,VWF,FN1,TEK,PLAU,KDR,LYVE1,CD36,CCL21,THBS1,ITGA11,EMILIN1,FBLN5,ITGA10,PHLDB2,CASK,ITGB1,ADAMTS12,SPOCK1,THY1,FZD7,ITGA5,PDPN,VCAM1,ADAMTS9,ITGA2,DLC1,DAPK3,COL3A1,NPNT,ANTXR1,CD34,MYADM,APOD,ITGA1
GO:0007160	cell-matrix adhesion	1.60e-11	1.60e-11	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,ABL1,SFRP1,CDK6,SERPINE1,ECM2,TEK,PLAU,KDR,LYVE1,CD36,CCL21,THBS1,ITGA11,EMILIN1,FBLN5,ITGA10,PHLDB2,CASK,ITGB1,ADAMTS12,THY1,VCAM1,ADAMTS9,ITGA2,DLC1,DAPK3,COL3A1,NPNT,CD34,APOD,ITGA1
GO:0061302	smooth muscle cell-matrix adhesion	1.30e-02	1.30e-02	1	SERPINE1,PLAU,APOD
GO:0048041	focal adhesion assembly	1.18e-05	1.18e-05	1	EPHA3,ACTN1,FERMT2,COL16A1,SORBS1,ABL1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0043062	extracellular structure organization	1.15e-50	1.15e-50	1	DCN,PHLDB1,TIMP2,VCAN,ELN,COL11A1,FSCN1,FAP,COL5A3,COL16A1,MMP2,NID2,LAMB1,COL9A3,MMP11,COMP,SERPINE1,SPOCK2,SH3PXD2A,COL1A1,VWF,COL12A1,LAMA4,SPARC,COL7A1,FN1,SDC1,NID1,MFAP2,TGFBI,MMP19,LRP1,COL10A1,KDR,PXDN,COL5A1,MATN3,POSTN,MYH11,LOXL2,COL4A2,AGT,FOXF2,THBS1,ITGA11,CYP1B1,EMILIN1,LUM,FBLN5,COL6A1,COL6A2,APP,HSPG2,ITGA10,DPT,CTSK,COL8A1,PHLDB2,ADAM12,SERPINH1,ITGB1,ADAMTS5,MMP14,CREB3L1,ACAN,ADAMTS4,ITGA5,PDPN,VCAM1,DDR2,COL6A3,ADAMTS9,ITGA2,COL1A2,HTRA1,JAM3,FBN1,MFAP4,GREM1,TNXB,BMP1,COL3A1,NPNT,HAS2,COL8A2,CD34,SH3PXD2B,LPL,BGN,FLRT2,COL4A1,COL14A1,COL4A5,PLA2G2A,SULF2,COL4A6,MFAP5,DPP4,COL5A2,ITGA1
GO:0030198	extracellular matrix organization	9.93e-55	9.93e-55	1	DCN,PHLDB1,TIMP2,VCAN,ELN,COL11A1,FSCN1,FAP,COL5A3,COL16A1,MMP2,NID2,LAMB1,COL9A3,MMP11,COMP,SERPINE1,SPOCK2,SH3PXD2A,COL1A1,VWF,COL12A1,LAMA4,SPARC,COL7A1,FN1,NID1,MFAP2,TGFBI,MMP19,LRP1,COL10A1,KDR,PXDN,COL5A1,MATN3,POSTN,MYH11,LOXL2,COL4A2,AGT,FOXF2,THBS1,ITGA11,CYP1B1,EMILIN1,LUM,FBLN5,COL6A1,COL6A2,APP,HSPG2,ITGA10,DPT,CTSK,COL8A1,PHLDB2,ADAM12,SERPINH1,ITGB1,ADAMTS5,MMP14,CREB3L1,ACAN,ADAMTS4,ITGA5,PDPN,VCAM1,DDR2,COL6A3,ADAMTS9,ITGA2,COL1A2,HTRA1,JAM3,FBN1,MFAP4,GREM1,TNXB,BMP1,COL3A1,NPNT,HAS2,COL8A2,SH3PXD2B,BGN,FLRT2,COL4A1,COL14A1,COL4A5,SULF2,COL4A6,MFAP5,DPP4,COL5A2,ITGA1
GO:0071711	basement membrane organization	4.55e-04	4.55e-04	1	PHLDB1,NID2,NID1,PHLDB2,FLRT2,COL4A1
GO:0085029	extracellular matrix assembly	3.70e-04	3.70e-04	1	MYH11,AGT,EMILIN1,FBLN5,MFAP4,TNXB,HAS2
GO:0007492	endoderm development	7.88e-08	7.88e-08	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,COL5A1,COL4A2,COL6A1,COL8A1,HMGA2,MMP14,ITGA5,SOX7,COL5A2
GO:0097435	supramolecular fiber organization	9.46e-10	9.46e-10	1	LIMA1,BCAR1,COL11A1,NAV3,ACTN1,FSCN1,COL5A3,FAT1,PLEKHG2,SORBS1,ABL1,PLS3,SFRP1,CXCL12,COL1A1,COL12A1,NEDD9,SEMA5A,DPYSL3,PDGFRB,CTGF,LTBP2,TGFB3,COL5A1,MYH11,LOXL2,PDGFRA,CD36,CCL21,CYP1B1,EMILIN1,LUM,FBLN5,TPM1,APP,DPT,ANKRD53,PHLDB2,SLIT2,IQGAP2,SERPINH1,SHROOM4,DDR2,CDC42EP3,LMOD1,COL1A2,DLC1,MFAP4,GREM1,NCKAP5L,TNXB,COL3A1,AKAP13,SYNPO2,DES,CDK5R1,MYADM,COL14A1,STMN3,LPAR1,ARHGEF15,COL5A2,MAGEL2
GO:0048251	elastic fiber assembly	5.80e-05	5.80e-05	1	MYH11,EMILIN1,FBLN5,MFAP4,TNXB
GO:0060537	muscle tissue development	5.21e-03	5.21e-03	1	IGF1,GPC1,CAV1,PDGFRB,TCF21,PKD2,BMP4,BMP2,MYH11,PDGFRA,TPM1,MEGF10,FZD7,SKI,NEXN,ADAMTS9,GREM1,ZFPM2,SGCD,AKAP13,S1PR1,NOG
GO:0014706	striated muscle tissue development	6.23e-03	6.23e-03	1	IGF1,GPC1,CAV1,PDGFRB,TCF21,BMP4,BMP2,MYH11,PDGFRA,TPM1,MEGF10,FZD7,SKI,NEXN,ADAMTS9,GREM1,ZFPM2,SGCD,AKAP13,S1PR1,NOG
GO:0061383	trabecula morphogenesis	4.69e-02	4.69e-02	1	TEK,HEY1,GREM1,S1PR1,NOG
GO:0061448	connective tissue development	9.95e-08	9.95e-08	1	SNAI2,FGFR3,PTHLH,ACTA2,NKX3-2,MGP,PDGFRB,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ARID5B,ADAMTS12,RUNX1,GREM1,BMP1,CD34,SH3PXD2B,SULF2
GO:0007498	mesoderm development	6.10e-03	6.10e-03	1	TIE1,MEST,SNAI1,BMP4,SMO,GDF11,CRB2,HMGA2,ITGB1,ITGA2,SIX2
GO:0009791	post-embryonic development	2.22e-02	2.22e-02	1	EFEMP1,MFAP2,BMP4,FBN1
GO:0009886	post-embryonic animal morphogenesis	2.01e-03	2.01e-03	1	EFEMP1,MFAP2,FBN1
GO:0030155	regulation of cell adhesion	2.60e-08	2.60e-08	1	FYN,IGF1,SNAI2,EPHA3,FSTL3,GLI2,NUAK1,FBLN1,COL16A1,CHRD,SEMA6A,ABL1,CD276,SFRP1,CDK6,CAV1,SERPINE1,GLI3,CXCL12,SEMA5A,FN1,TNFSF4,TEK,TGFBI,PLAU,BMP4,BMP2,KDR,PODXL,CD36,CCL21,THBS1,CYP1B1,TPM1,EPHA2,PHLDB2,SFRP2,CASK,SPOCK1,THY1,ANGPT1,FZD7,RUNX1,PDPN,VCAM1,TGFBR2,EMCN,DLC1,IGF2,DAPK3,NPNT,HAS2,SOCS5,C1QTNF1,MYADM,PRKG1,APOD,DPP4,TGM2
GO:0033628	regulation of cell adhesion mediated by integrin	8.96e-04	8.96e-04	1	SNAI2,SERPINE1,PLAU,PODXL,CCL21,CYP1B1,EPHA2,SFRP2,DPP4
GO:0010810	regulation of cell-substrate adhesion	8.25e-07	8.25e-07	1	EPHA3,FBLN1,COL16A1,ABL1,SFRP1,CDK6,SERPINE1,FN1,TEK,PLAU,KDR,CD36,CCL21,THBS1,PHLDB2,CASK,SPOCK1,THY1,FZD7,PDPN,DLC1,DAPK3,NPNT,MYADM,APOD
GO:0001952	regulation of cell-matrix adhesion	8.19e-06	8.19e-06	1	EPHA3,COL16A1,ABL1,SFRP1,CDK6,SERPINE1,TEK,PLAU,KDR,CD36,CCL21,THBS1,PHLDB2,CASK,THY1,DLC1,DAPK3,APOD
GO:2000097	regulation of smooth muscle cell-matrix adhesion	2.01e-03	2.01e-03	1	SERPINE1,PLAU,APOD
GO:0051893	regulation of focal adhesion assembly	6.55e-05	6.55e-05	1	EPHA3,COL16A1,ABL1,SFRP1,TEK,KDR,THBS1,PHLDB2,THY1,DLC1,DAPK3,APOD
GO:0007162	negative regulation of cell adhesion	1.23e-04	1.23e-04	1	SNAI2,FBLN1,SEMA6A,SERPINE1,GLI3,CXCL12,SEMA5A,TNFSF4,TGFBI,BMP4,BMP2,PODXL,CCL21,THBS1,CYP1B1,PHLDB2,CASK,SPOCK1,ANGPT1,FZD7,RUNX1,DLC1,SOCS5,C1QTNF1,MYADM,PRKG1,APOD
GO:0010812	negative regulation of cell-substrate adhesion	1.14e-02	1.14e-02	1	FBLN1,SERPINE1,THBS1,PHLDB2,CASK,SPOCK1,FZD7,DLC1,APOD
GO:0001953	negative regulation of cell-matrix adhesion	3.47e-02	3.47e-02	1	SERPINE1,THBS1,PHLDB2,CASK,DLC1,APOD
GO:0051895	negative regulation of focal adhesion assembly	3.52e-02	3.52e-02	1	THBS1,PHLDB2,DLC1,APOD
GO:0033629	negative regulation of cell adhesion mediated by integrin	3.22e-02	3.22e-02	1	SNAI2,SERPINE1,CYP1B1
GO:0001763	morphogenesis of a branching structure	6.97e-09	6.97e-09	1	SNAI2,HGF,GLI2,FOXF1,FGF1,RTN4,TCF21,PKD2,BMP4,BMP2,SMO,AGT,EPHA2,SLIT2,SFRP2,TGFBR2,NPNT,SIX2,NOG,COL4A1
GO:0009790	embryo development	4.28e-16	4.28e-16	1	CYP26B1,IGF1,PHLDB1,COL11A1,GLI2,MMP2,CHRD,LAMB1,PCSK5,FOXF1,XYLT1,HOXA1,RARRES2,GLI3,COL1A1,COL12A1,COL7A1,EFEMP1,FN1,MFAP2,TCF21,PKD2,TGFB3,DUSP1,INHBA,TWIST1,SNAI1,SOX4,BMP4,BMP2,KDR,SMO,ALDH1A2,COL5A1,NES,PDGFRA,COL4A2,FOXF2,PRICKLE1,NKD1,COL6A1,AFF3,COL8A1,PHLDB2,SFRP2,CRB2,HMGA2,ITGB1,CACNA1C,FZD7,MMP14,KIT,SKI,ITGA5,TGFBR2,ITGA2,HEY1,DLC1,DACT1,FBN1,IGF2,SIX2,SOX7,BASP1,SOX11,MYADM,NOG,ALDH1A3,SULF2,COL5A2,MFRP
GO:0009792	embryo development ending in birth or egg hatching	6.07e-07	6.07e-07	1	IGF1,GLI2,CHRD,PCSK5,FOXF1,XYLT1,HOXA1,RARRES2,COL1A1,PKD2,TGFB3,TWIST1,SOX4,BMP4,BMP2,ALDH1A2,PDGFRA,PRICKLE1,NKD1,CRB2,SKI,TGFBR2,HEY1,DLC1,DACT1,IGF2,SOX11,NOG,SULF2,MFRP
GO:0043009	chordate embryonic development	3.81e-07	3.81e-07	1	IGF1,GLI2,CHRD,PCSK5,FOXF1,XYLT1,HOXA1,RARRES2,COL1A1,PKD2,TGFB3,TWIST1,SOX4,BMP4,BMP2,ALDH1A2,PDGFRA,PRICKLE1,NKD1,CRB2,SKI,TGFBR2,HEY1,DLC1,DACT1,IGF2,SOX11,NOG,SULF2
GO:0048598	embryonic morphogenesis	2.80e-14	2.80e-14	1	CYP26B1,PHLDB1,COL11A1,GLI2,MMP2,LAMB1,FOXF1,HOXA1,GLI3,COL12A1,COL7A1,EFEMP1,FN1,MFAP2,TCF21,PKD2,DUSP1,INHBA,TWIST1,SNAI1,SOX4,BMP4,SMO,COL5A1,PDGFRA,COL4A2,FOXF2,PRICKLE1,COL6A1,AFF3,COL8A1,PHLDB2,CRB2,HMGA2,ITGB1,CACNA1C,FZD7,MMP14,SKI,ITGA5,TGFBR2,ITGA2,DLC1,DACT1,FBN1,IGF2,SIX2,SOX7,SOX11,MYADM,NOG,ALDH1A3,COL5A2
GO:0035113	embryonic appendage morphogenesis	1.69e-02	1.69e-02	1	CYP26B1,GLI3,TWIST1,AFF3,CACNA1C,SKI,NOG
GO:0030326	embryonic limb morphogenesis	1.69e-02	1.69e-02	1	CYP26B1,GLI3,TWIST1,AFF3,CACNA1C,SKI,NOG
GO:0007369	gastrulation	1.20e-09	1.20e-09	1	PHLDB1,COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,SNAI1,BMP4,COL5A1,COL4A2,COL6A1,COL8A1,PHLDB2,CRB2,HMGA2,ITGB1,FZD7,MMP14,ITGA5,ITGA2,SIX2,SOX7,MYADM,COL5A2
GO:0048729	tissue morphogenesis	3.80e-14	3.80e-14	1	SNAI2,HGF,GLI2,FOXF1,ACTA2,FGF1,FOXP1,TCF21,PKD2,SNAI1,SOX4,BMP4,BMP2,LIF,KRT17,PODXL,SMO,COL5A1,AGT,FOXF2,PRICKLE1,TPM1,NKD1,EPHA2,CYR61,RHOB,PHLDB2,SLIT2,SFRP2,CRB2,HMGA2,ITGB1,ADAMTS12,DAB2,FZD7,FZD1,SKI,ITGA5,PDPN,ACTG2,TGFBR2,PRICKLE2,HEYL,ITGA2,HEY1,DLC1,DACT1,DCHS1,NPNT,ROR2,ZFPM2,SIX2,S1PR1,SOX11,FZD2,NOG,ROBO2,COL4A1
GO:0048332	mesoderm morphogenesis	1.96e-02	1.96e-02	1	SNAI1,BMP4,CRB2,HMGA2,ITGB1,ITGA2,SIX2
GO:0003158	endothelium development	1.37e-03	1.37e-03	1	PDE4D,FGF1,FOXP1,BMP4,KDR,RHOB,ZEB1,ADAMTS12,PDPN,HEY1,CD34,CDH5,MYADM,CLDN5,PDE2A
GO:0030278	regulation of ossification	7.76e-10	7.76e-10	1	IGF1,SNAI2,HGF,CHRD,SFRP1,CDK6,TGFB3,ACVR2A,TWIST1,RUNX2,BMP4,BMP2,CHSY1,LRP4,CYR61,ECM1,BMP6,SKI,DDR2,GREM1,NPNT,S1PR1,ZHX3,SOX11,TMEM119,NOG,ENPP1,TWIST2
GO:0030279	negative regulation of ossification	7.99e-04	7.99e-04	1	CHRD,SFRP1,CDK6,TWIST1,CHSY1,LRP4,ECM1,SKI,GREM1,NOG,TWIST2
GO:0045667	regulation of osteoblast differentiation	2.27e-08	2.27e-08	1	IGF1,SNAI2,HGF,CHRD,CDK6,ACVR2A,TWIST1,RUNX2,BMP4,BMP2,CYR61,BMP6,SKI,DDR2,GREM1,NPNT,ZHX3,SOX11,TMEM119,NOG,TWIST2
GO:0001655	urogenital system development	2.77e-09	2.77e-09	1	GLI2,PCSK5,FOXF1,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,TEK,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,COL4A1,MME,SULF2
GO:0055123	digestive system development	6.38e-05	6.38e-05	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,SMO,BARX1,PDGFRA,FOXF2,KIT,DACT1,SIX2,SOX11
GO:0048565	digestive tract development	1.40e-04	1.40e-04	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,SMO,PDGFRA,FOXF2,KIT,DACT1,SIX2,SOX11
GO:0048546	digestive tract morphogenesis	1.00e-03	1.00e-03	1	GLI2,FOXF1,TCF21,PDGFRA,DACT1,SIX2,SOX11
GO:0060541	respiratory system development	4.38e-04	4.38e-04	1	GLI2,FOXF1,GLI3,ERRFI1,TCF21,TGFB3,BMP4,FGF7,SKI,PDPN,BASP1,SOX11
GO:0032970	regulation of actin filament-based process	2.18e-05	2.18e-05	1	EPHA3,LIMA1,CNN2,FSCN1,PLEKHG2,ABL1,SFRP1,CAV1,CXCL12,SEMA5A,PDE4D,PDGFRB,CTGF,TGFB3,TEK,LRP1,PDGFRA,CCL21,TPM1,PHLDB2,SLIT2,IQGAP2,CACNA1C,PDPN,CDC42EP3,LMOD1,DLC1,DAPK3,AKAP13,SYNPO2,MYADM,LPAR1,PLN,ARHGEF15,MAGEL2
GO:0001501	skeletal system development	6.00e-23	6.00e-23	1	CYP26B1,IGF1,SNAI2,VCAN,FGFR3,EVC,GLI2,PTHLH,CHRD,PCSK5,PLS3,XYLT1,COMP,DLX5,HOXA1,SFRP4,AEBP1,COL1A1,NKX3-2,MGP,COL12A1,FOXP1,EFEMP1,TWIST1,COL10A1,SOX4,RUNX2,BMP4,BMP2,LRRC17,MATN3,POSTN,LOXL2,WNT2B,PDGFRA,GDF11,ADAMTS7,CDH11,IGFBP4,HMGA2,ADAMTS12,BMP6,KIT,ACAN,SKI,EXTL1,ADAMTS4,RUNX1,TGFBR2,COL1A2,FBN1,GREM1,IGF2,BMP1,AKAP13,SH3PXD2B,SOX11,EXT1,TMEM119,NOG,SULF2,PAPSS2
GO:0051216	cartilage development	4.11e-06	4.11e-06	1	SNAI2,FGFR3,PTHLH,NKX3-2,MGP,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ADAMTS12,RUNX1,GREM1,BMP1,SULF2
GO:0061035	regulation of cartilage development	8.23e-06	8.23e-06	1	SNAI2,PTHLH,NKX3-2,EFEMP1,BMP4,BMP2,LOXL2,ADAMTS7,ADAMTS12,GREM1,BMP1
GO:0048706	embryonic skeletal system development	3.28e-04	3.28e-04	1	PCSK5,XYLT1,HOXA1,COL1A1,TWIST1,PDGFRA,TGFBR2,SOX11,NOG,SULF2
GO:0040017	positive regulation of locomotion	3.77e-12	3.77e-12	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,LAMB1,SEMA6A,ABL1,SRPX2,SYDE1,SERPINE1,RARRES2,CXCL12,SPOCK2,COL1A1,SMOC2,SEMA5A,SPARC,FGF1,PDGFRB,FOXP1,RTN4,FN1,IGFBP5,F3,NRP2,PGF,TEK,TWIST1,PLAU,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,SPRY2,CCL21,THBS1,FGF7,APP,CYR61,RHOB,SLIT2,ADRA2A,VEGFC,DAB2,THY1,ANGPT1,MMP14,PDPN,DDR2,ROR2,HAS2,PDGFD,SCG2,LRRC15,SPHK1,MYADM,F2R,TWIST2
GO:0050921	positive regulation of chemotaxis	3.64e-03	3.64e-03	1	SERPINE1,RARRES2,CXCL12,SMOC2,SEMA5A,PDGFRB,F3,PGF,EDN2,KDR,CCL21,THBS1,SLIT2,VEGFC,SCG2
GO:0050927	positive regulation of positive chemotaxis	1.49e-03	1.49e-03	1	CXCL12,F3,PGF,KDR,VEGFC,SCG2
GO:0050930	induction of positive chemotaxis	1.22e-02	1.22e-02	1	CXCL12,PGF,VEGFC,SCG2
GO:0048880	sensory system development	2.39e-05	2.39e-05	1	PDGFRB,EFEMP1,MFAP2,INHBA,TWIST1,COL5A1,NES,WNT2B,PDGFRA,FOXF2,CYP1B1,NKD1,EPHA2,SDK1,CACNA1C,THY1,SKI,FBN1,SH3PXD2B,SOX11,MAF,ALDH1A3,COL4A1,COL5A2
GO:0150063	visual system development	1.46e-05	1.46e-05	1	PDGFRB,EFEMP1,MFAP2,INHBA,TWIST1,COL5A1,NES,WNT2B,PDGFRA,FOXF2,CYP1B1,NKD1,EPHA2,SDK1,CACNA1C,THY1,SKI,FBN1,SH3PXD2B,SOX11,MAF,ALDH1A3,COL4A1,COL5A2
GO:0040013	negative regulation of locomotion	1.29e-04	1.29e-04	1	DCN,NAV3,FBLN1,CHRD,SFRP1,SERPINE1,CXCL12,SEMA5A,DPYSL3,IGFBP5,RECK,LRP1,LRCH1,CCL21,THBS1,CYP1B1,EMILIN1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,THY1,NBL1,ADAMTS9,DLC1,GREM1,COL3A1,MCC,PODN,NOG,ROBO2,PRKG1,APOD
GO:0050922	negative regulation of chemotaxis	3.05e-02	3.05e-02	1	SEMA5A,THBS1,SLIT2,NBL1,GREM1,ROBO2
GO:0022407	regulation of cell-cell adhesion	2.90e-02	2.90e-02	1	FYN,IGF1,SNAI2,FSTL3,GLI2,CD276,CAV1,GLI3,CXCL12,TNFSF4,BMP4,BMP2,PODXL,CCL21,THY1,RUNX1,PDPN,VCAM1,TGFBR2,IGF2,HAS2,SOCS5,C1QTNF1,MYADM,PRKG1,DPP4
GO:0002009	morphogenesis of an epithelium	5.18e-10	5.18e-10	1	SNAI2,HGF,GLI2,FGF1,FOXP1,TCF21,PKD2,SOX4,BMP4,BMP2,LIF,KRT17,PODXL,SMO,COL5A1,AGT,FOXF2,PRICKLE1,NKD1,EPHA2,CYR61,RHOB,PHLDB2,SLIT2,SFRP2,ADAMTS12,DAB2,FZD7,FZD1,SKI,ITGA5,PDPN,TGFBR2,PRICKLE2,DLC1,DACT1,NPNT,ROR2,SIX2,SOX11,FZD2,NOG,COL4A1
GO:0003159	morphogenesis of an endothelium	7.97e-03	7.97e-03	1	FGF1,FOXP1,BMP4,RHOB,ADAMTS12
GO:1905330	regulation of morphogenesis of an epithelium	1.62e-07	1.62e-07	1	SNAI2,HGF,FGF1,FOXP1,BMP4,LIF,SMO,AGT,PRICKLE1,NKD1,PHLDB2,ADAMTS12,DAB2,FZD7,FZD1,PRICKLE2,DACT1,ROR2,SIX2,FZD2,NOG
GO:1905332	positive regulation of morphogenesis of an epithelium	2.50e-02	2.50e-02	1	BMP4,LIF,SMO,AGT,NOG
GO:0001738	morphogenesis of a polarized epithelium	1.49e-02	1.49e-02	1	FOXF2,PRICKLE1,NKD1,DAB2,FZD7,FZD1,PRICKLE2,DACT1,ROR2,FZD2
GO:0001736	establishment of planar polarity	4.21e-03	4.21e-03	1	FOXF2,PRICKLE1,NKD1,DAB2,FZD7,FZD1,PRICKLE2,DACT1,ROR2,FZD2
GO:0061138	morphogenesis of a branching epithelium	4.62e-08	4.62e-08	1	SNAI2,HGF,GLI2,FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,EPHA2,SLIT2,SFRP2,TGFBR2,NPNT,SIX2,NOG,COL4A1
